r,timing_ns,result,num_iters
3402,30702.478416132362,42058,3050
39032,350200.4253259107,51128,35000
10239,91995.03146892732,33905,9181
15154,136080.4743920174,58768,13588
55522,498069.66809510626,45561,49787
57258,513637.82225541864,26308,51344
54974,493163.1366645797,19180,49296
16621,149235.7286849627,25250,14904
40602,364277.0895659265,41340,36408
40018,359046.43202936853,62008,35884
12138,109042.55077131903,25488,10884
36268,325424.9285579994,16110,32522
34415,308806.67272375576,40850,30860
25957,232959.19647365983,10782,23276
49249,441825.04126646434,37344,44162
44398,398314.3373354209,38040,39812
34900,313150.1485085845,34905,31295
47553,426607.534562497,48001,42641
49999,448545.93622320815,7211,44835
37146,333285.8080184501,37095,33309
17539,157473.7988277042,37639,15727
49692,445792.8730287002,53529,44559
47019,421822.57953191485,57924,42162
64434,577993.4668184263,17377,57779
9814,88206.67129193572,26956,8800
27471,246537.9268063813,52341,24633
60556,543204.8062121916,51403,54301
33716,302535.71985474223,53471,30233
61761,554024.3541296663,21772,55382
818,7538.093289025172,33879,733
2305,20861.945576010017,61584,2066
52156,467883.3297225395,21975,46769
23485,210788.79882916264,30951,21059
34086,305850.36373689206,39479,30565
28044,251664.59723249124,40589,25147
26730,239882.23029881454,21571,23969
61555,552165.014326677,39833,55197
6164,55472.33013259953,25089,5527
50596,453903.6569305298,29614,45370
58291,522892.7236552152,46744,52270
43074,386446.1798184885,21171,38625
25881,232282.45582059005,906,23208
10485,94224.64275548348,7248,9402
44723,401239.5267770319,958,40104
30716,275635.9129464566,42961,27543
9787,87960.78619646872,13102,8776
23565,211507.28896388924,13759,21131
63001,565139.6490791681,17380,56494
17389,156122.37932115822,4353,15593
11692,105027.64817779981,29604,10484
44684,400884.81651999877,2787,40069
13074,117426.54957854733,47113,11723
60273,540685.578534124,834,54048
56281,504877.0163097477,20046,50468
64441,578045.3915707762,35529,57785
59793,536373.41398523,38465,53617
15972,143420.89836016513,27126,14322
13900,124842.09935845503,26856,12464
22450,201518.14213480017,24049,20131
30782,276224.98057040403,54986,27602
57658,517238.41136723413,5869,51703
48059,431154.4164922385,30991,43095
42224,378832.8144672991,7273,37863
57551,516273.3414340476,9207,51607
42319,379676.68867313565,19618,37948
24836,222897.2800878669,61674,22270
27060,242855.5926537926,16175,24265
33876,303968.67451786395,19087,30377
5817,52361.41996472834,14482,5216
48598,435980.1837629998,52754,43578
42770,383729.02367201843,47188,38352
47905,429774.4384852627,24773,42957
34984,313891.28570781695,56166,31370
51300,460209.65289605904,48679,46001
62228,558204.7006705562,6591,55801
37343,335055.84769123624,14416,33486
29117,261294.96570088263,52429,26109
6855,61677.15370855291,1083,6147
51019,457687.7248037162,50097,45749
59229,531308.6885444573,54835,53111
45831,411176.7965569027,38037,41097
56713,508757.19521704706,45147,50855
56426,506175.4299102595,21646,50598
52292,469115.4413058609,18957,46891
32949,295661.716328772,2080,29546
6543,58865.321301211596,15715,5867
213,2103.3917059209443,91,191
13393,120292.50901390836,50633,12009
28241,253436.85930336296,17910,25324
48721,437082.009610675,6665,43689
29865,267999.759604661,35830,26780
1517,13798.449576475437,21258,1360
13782,123789.95715780083,39110,12358
64159,575512.1527872975,43714,57532
64736,580707.0746016582,4894,58050
24711,221776.4537827065,55776,22158
52743,473152.22560825344,46527,47295
47130,422821.90751305065,27518,42262
61017,547354.7055797023,11303,54715
58154,521668.4221058948,56529,52147
41196,369611.584072457,18523,36941
25857,232055.96630611358,32272,23186
41059,368381.4851697474,28308,36818
20910,187700.72571323052,27390,18750
22807,204708.89793260265,32507,20451
39885,357851.1781344016,44725,35765
37439,335911.93001614953,19994,33572
38067,341562.1221501515,29183,34135
25204,226203.9658218998,61216,22600
26807,240577.83754955253,24680,24038
668,6192.077722491533,593,599
39429,353754.29015856324,50990,35356
37726,338502.14620979043,43495,33829
61287,549769.5924166433,18801,54957
33041,296481.81039509695,34726,29628
30640,274953.7681594514,33085,27475
4435,39955.61154123243,62494,3976
12891,115792.45084031919,40575,11559
22149,198800.19712145824,29765,19861
24715,221819.20700215796,28708,22162
23764,213289.2354197133,43067,21309
25822,231751.73158310936,7033,23155
50380,451957.7597941849,49824,45176
8591,77228.36057580583,47351,7703
21770,195405.73726521,39139,19521
10672,95883.68657756656,52239,9569
20167,181022.31574429228,10154,18084
44853,402406.3754326918,38542,40220
3064,27673.652313629627,36069,2747
22243,199653.07431711673,48877,19945
1552,14118.127199838127,46497,1391
62565,561233.4523637554,19347,56103
47651,427482.7822874705,40045,42729
15961,143322.3912370747,36042,14312
12986,116633.86292226148,52920,11644
6482,58328.160962607435,35376,5812
30984,278027.96358473337,63993,27783
49370,442908.75706549734,4789,44271
38278,343451.0787698215,42808,34324
57726,517849.22251639806,4360,51764
22527,202197.99318874654,27158,20200
18222,163597.6336734511,2248,16340
31322,281076.7633077046,4461,28087
13241,118936.1102400893,30881,11873
63925,573410.9564459266,54688,57322
12172,109342.04904965534,57494,10914
31376,281554.43622800655,32169,28135
34203,306903.75774742087,33992,30670
3738,33714.9389171383,61581,3351
30691,275408.3838647899,15573,27521
29793,267351.50703429297,64407,26715
16999,152634.15847283116,22643,15243
8385,75376.01925040803,65412,7518
2960,26741.819412381785,19106,2654
563,5232.186207595496,55918,504
31548,283088.70883953857,47623,28289
5887,52986.45664424545,64960,5278
62856,563845.9252845197,15780,56364
16036,143997.3573028886,52685,14379
42754,383584.80738757754,24418,38338
44127,395890.52592821344,37309,39569
32466,291320.464311846,60012,29112
57895,519350.8761538039,40115,51915
7253,65231.837194124135,59699,6503
15334,137692.77446191653,20086,13750
16540,148506.87958267343,49209,14831
8873,79758.7076093458,39166,7956
19314,173395.0915005616,16557,17319
20488,183915.8718247124,140,18372
50110,449543.7490843826,42326,44934
19763,177411.2262683677,57661,17721
57443,515288.5838998182,19312,51510
50626,454173.4724830088,23167,45397
59076,529929.0650160077,41850,52974
6895,62014.71310379672,58008,6182
64509,578657.7000282973,34020,57846
40227,360911.368909336,23646,36072
64365,577369.5889909544,25653,57717
23250,208674.36445710188,48692,20848
62441,560122.8998286909,6682,55992
38566,346025.5583873505,59542,34582
4706,42386.12640182286,63225,4219
26872,241159.05399349038,43472,24096
9029,81161.69974523713,31850,8096
61673,553228.4786803819,27579,55303
19949,179072.30254811764,43898,17888
14570,130851.07950938102,13915,13065
36226,325034.9836859633,38240,32484
27857,249995.86347828843,61119,24979
6354,57166.19611025125,49779,5697
53497,479906.2716805412,54847,47971
55417,497132.58485549333,35365,49693
48679,436707.0398252751,28795,43651
40410,362560.72914200596,30184,36236
26376,236703.47406136416,58333,23651
35536,318842.40832313505,55479,31865
34136,306292.11898804404,28734,30610
10832,97336.8012642694,17855,9713
5361,48267.963979627886,20747,4807
16594,148996.35348055427,11396,14880
29768,267137.3145370247,37019,26693
10504,94375.38869543318,9717,9419
6989,62870.244580207844,11599,6267
55819,500735.7800024356,1392,50054
24570,220520.57716529496,27108,22032
38279,343452.09750638116,36041,34325
34335,308084.8195931489,58042,30788
48166,432107.5438212633,27653,43191
48473,434857.99398538866,46856,43466
19397,174129.7916195975,44585,17393
55555,498376.85905091144,18813,49817
24325,218321.4771011005,46998,21812
54723,490915.3615112192,14151,49071
26527,238071.27877518078,19331,23787
7273,65403.14804555566,55401,6521
49797,446731.0001778312,63725,44653
1977,17921.753247301735,53446,1772
50605,453982.6495580963,34232,45378
2829,25558.07905426924,53810,2536
13551,121703.876974041,29783,12151
39533,354707.70932948275,2432,35450
61690,553386.041631804,43582,55318
26764,240183.3578271094,53577,23999
7906,71083.46958966546,30755,7089
15261,137034.75968439892,55430,13684
58714,526701.221745933,1706,52650
47616,427186.5452221484,14806,42698
6578,59180.17250616102,40954,5898
25219,226341.2689887964,25232,22614
17333,155619.1513215539,55700,15542
11652,104682.80218101147,38200,10448
55462,497525.3096071102,58455,49733
40473,363122.3251285189,62510,36292
11761,105665.53072787913,21328,10546
42634,382501.7953151686,50206,38230
27097,243176.96146005596,27880,24298
4028,36316.82218640851,64781,3611
29475,264501.01191953215,54120,26430
12137,109023.82763534709,32255,10883
16070,144296.0799254222,19170,14410
57592,516628.3905947049,59365,51643
46536,417484.2467757469,50335,41729
8786,78979.86044656327,38206,7878
55780,500388.21425142064,3221,50019
37629,337619.7859503467,44684,33742
57303,514056.1408907792,49398,51384
48949,439119.25381867104,36293,43893
22233,199562.01643060654,51026,19936
35045,314449.8086243307,36505,31425
34782,312093.7592328888,47159,31189
47171,423190.9070974346,12155,42299
16276,146149.19272601666,1109,14595
21824,195898.70451545747,1326,19570
16040,144027.99439398167,25617,14383
19404,174189.5029264541,62737,17399
10566,94937.44903097204,48810,9474
2395,21664.616883392115,42243,2147
61591,552491.7282288341,58305,55229
4870,43863.198291330016,1773,4367
58182,521917.82037287054,63616,52172
202,2001.1110408328161,9007,181
50933,456923.06059356924,42370,45672
21518,193149.2339122022,40877,19295
33918,304339.43818960804,62478,30414
18492,166017.64002585353,9746,16582
32145,288448.9825790496,4505,28825
29587,265509.55024513946,16947,26531
34709,311440.4181254898,16982,31124
25768,231258.3599700324,44846,23106
35156,315447.037256205,6099,31525
54085,485185.7860717691,7111,48499
28473,255526.92868328257,20470,25532
23678,212526.9956771943,35340,21232
8633,77616.50789852244,25221,7741
23569,211532.78471947968,52212,21134
8234,74036.39333178832,38893,7383
11958,107409.10470543885,64170,10722
62392,559678.4768695766,10660,55948
5859,52731.88869586166,57873,5253
31583,283412.982583896,7341,28321
54664,490379.36498368933,20278,49018
62455,560240.8059340535,42986,56004
9613,86402.54885366099,11182,8620
10718,96304.91097479213,3041,9611
24413,219104.19107375524,41191,21891
36326,325936.94029797235,16750,32574
62887,564124.0007867151,2566,56392
13610,122251.88532051365,23656,12204
10772,96795.08775196767,30749,9659
16589,148952.8430411729,45231,14875
57286,513880.147155809,33395,51369
1970,17863.490253476946,35294,1766
24907,223545.16377726122,39864,22334
7794,70096.23281292473,2407,6989
10292,92494.87738368349,2859,9229
60072,538865.602409021,50581,53867
109,1173.3263362230286,48649,97
21067,189104.9632321683,13307,18891
59979,538040.9496515089,24702,53784
39845,357491.3158721583,53321,35729
4702,42360.60970075176,24772,4216
30468,273411.02677114564,17631,27321
63617,570660.3262879592,42252,57046
26238,235481.60776993903,9364,23528
34636,310775.1245883747,52326,31058
34850,312706.67219890305,45650,31250
43273,388239.12450051657,50479,38803
12268,110209.0702148073,63072,11000
55017,493535.4173992771,55804,49334
64774,581036.0126306241,9832,58084
9341,83956.7242754477,17218,8376
53616,480976.3841820248,35826,48078
53524,480158.607633278,3180,47996
48591,435915.9169943116,34602,43572
24300,218106.9919997686,19610,21790
30714,275604.18830424384,56495,27541
54986,493271.33846412617,3497,49307
10017,90030.82345399617,29196,8982
54300,487108.33175040927,59189,48691
60323,541125.6248162813,55610,54092
44677,400822.1200618635,50156,40062
22368,200773.4970740876,54775,20057
36636,328727.8619780355,15652,32852
3283,29630.399273524967,61079,2943
61052,547662.9855381678,36542,54746
22435,201364.1047366869,60033,20117
3742,33754.451211996784,34513,3355
52053,466959.67627781245,63766,46676
43084,386529.19861661206,19022,38634
40800,366051.99986802443,11894,36586
3545,31979.326870582136,57192,3178
49195,441335.1267781044,9636,44114
41758,374648.0917805283,15687,37445
51999,466475.2762619555,36058,46628
54207,486278.0739007626,33310,48608
13888,124722.86264832737,42539,12453
13802,123955.63065763653,34812,12376
60527,542955.0824203618,51083,54275
34793,312188.43891655613,38243,31199
28698,257546.49267726144,4878,25734
18818,168938.1632963275,31418,16874
41869,375639.7715808762,50802,37544
49400,443177.28350366454,63863,44297
152,1554.6727987820625,19752,136
36209,324894.00435058214,22237,32469
65086,583832.547063776,60721,58363
18388,165081.0347970784,58304,16488
18405,165236.4999036154,8786,16504
57536,516133.15320151084,45191,51593
4067,36648.139305501114,62952,3646
26046,233749.3970039856,63729,23355
30026,269425.7154238094,60200,26924
52278,468978.8694071541,48174,46878
8455,76010.6297948977,50369,7581
28440,255221.91075555276,47218,25502
9981,89700.80471433475,10724,8950
51606,462960.60754540574,9128,46276
41428,371693.60713691724,21083,37149
32547,292057.40106955386,36053,29185
25745,231057.1151704582,3924,23086
10036,90190.97742158508,31665,8999
60400,541808.6590521843,58719,54161
42435,380719.2579540794,20898,38052
20912,187717.77477096827,13856,18752
27122,243401.25713525887,55268,24320
47580,426856.5889100481,61855,42665
47146,422958.11286913016,50288,42276
30212,271115.0319637048,46437,27091
19847,178175.37170898032,13401,17797
43241,387949.97011590394,4939,38775
43128,386932.65299040196,48879,38673
39293,352540.7235058956,54008,35234
4774,43002.49449910416,61716,4280
30977,277984.40057361644,45841,27777
40224,360885.51167746884,43947,36069
62249,558392.5243438007,61047,55819
34435,308983.24721325847,36552,30878
22455,201549.87563364653,55735,20135
36416,326740.4579989378,62930,32654
11613,104324.23585697357,40029,10413
5943,53489.03891502047,13613,5329
44429,398599.60318971507,24826,39840
64615,579614.2542406934,37449,57941
55431,497252.9042705096,6148,49706
38242,343124.62045707024,24336,34292
2638,23854.38330832289,35887,2365
64732,580661.5701679414,31962,58046
29460,264365.76646489155,24583,26417
18979,170389.74944459466,55788,17018
58476,524560.5253282668,39748,52436
48905,438744.37024744006,6436,43854
49116,440627.3593071123,20061,44043
18199,163391.09483121935,26847,16319
64984,582911.9156072496,30224,58272
29672,266268.62711952475,31441,26607
34819,312419.99130532466,58864,31222
49203,441413.47532658244,21021,44121
43243,387967.88954138913,56926,38776
11289,101428.01688252862,4823,10123
19819,177928.57935948638,6314,17772
23665,212402.2505071478,57790,21220
62083,556907.7771697891,4991,55671
46815,419991.099748704,62451,41979
24003,215422.84826268235,63779,21523
48140,431892.2507521294,7032,43168
48388,434101.8039206379,32362,43390
25830,231823.9746171151,18418,23162
26414,237054.1594317713,63271,23685
58595,525623.9033978431,20727,52543
36811,330293.97954203223,10805,33009
9797,88051.76383439578,10953,8785
47161,423104.9327164824,14304,42290
38629,346596.97603925236,26347,34639
33346,299217.5332160562,1942,29902
47509,426219.4547925066,18144,42602
59433,533129.0927189885,50308,53294
21651,194344.65289028478,58160,19414
27473,246556.1734347757,38807,24635
12416,111527.01721655496,44371,11133
42397,380378.9866040505,15960,38018
26386,236797.6196416682,56184,23660
22432,201352.73649172264,14813,20115
45637,409426.7006853751,40415,40923
26743,239995.41882909567,64642,23980
30426,273025.87298849126,39761,27283
28833,258760.72865966658,8627,25855
16940,152104.66653981802,28770,15190
8243,74115.39012641156,43511,7391
54201,486220.76468664774,8391,48603
6010,54090.98900675837,18871,5389
21287,191085.55259955613,31550,19088
43734,392370.2560085674,10379,39217
8603,77330.39947128357,31668,7714
42950,385344.3453104333,8506,38514
48031,430889.9455301848,23904,43070
43434,389677.7846010775,9328,38948
19986,179407.05750336024,55603,17921
1296,11815.040068007831,9782,1162
58140,521551.2512488088,20225,52135
21396,192059.5900273662,14678,19186
52745,473168.2873044018,32993,47297
12961,116418.38196448391,25532,11622
10642,95608.71981924644,58686,9542
50985,457393.59306879935,18091,45719
61572,552313.610633775,55836,55212
56389,505851.5283184174,9941,50565
49222,441574.75157196575,23490,44138
16163,145135.19007427274,45049,14493
59834,536742.8691406841,23102,53654
43758,392578.1232827253,44534,39238
11281,101350.56126077847,58959,10115
8476,76199.83506325574,39304,7600
57079,512034.1957657652,58223,51183
18028,161864.82196753286,4626,16166
50182,450182.9141901587,13749,44999
9085,81661.73643279073,46024,8146
18381,165020.65610065177,40152,16482
18577,166785.7324121472,24240,16658
18418,165345.02907243636,51857,16515
44209,396637.2888842675,6583,39643
59911,537433.4360548765,26211,53723
59645,535030.1272804306,57166,53484
48587,435878.7980861586,61670,43568
13270,119192.87369396428,31201,11899
62938,564571.8205732798,50575,56437
35518,318674.729342041,46243,31849
35772,320967.6192819089,30971,32077
45956,412286.35903740337,43935,41209
50392,452065.2788650966,34141,45187
62436,560069.5386642659,40517,55987
38158,342370.9411839483,3075,34217
39972,358629.1479366438,45685,35843
48847,438221.15336281696,5796,43802
16715,150089.5826899289,44362,14988
20162,180995.12016531374,43989,18079
40982,367685.8539837912,25199,36749
4202,37882.032834378784,1180,3768
20999,188500.47339046074,14816,18830
47044,422053.6377881884,19791,42185
63956,573695.5830926492,41474,57350
34038,305424.2122645763,36690,30522
26187,235012.34271816036,26876,23482
28854,258928.70002434147,63083,25873
44910,402914.023244717,45949,40271
35675,320095.6085894246,32160,31990
1522,13842.522536147313,52944,1364
35332,317031.59294930974,60006,31682
26213,235246.90963865948,47497,23505
45917,411940.65802707354,45764,41174
57338,514360.98572205356,9116,51416
63060,565668.4907532819,11253,56547
39983,358726.2358101738,36769,35853
23756,213216.7178010097,31682,21302
29088,261033.1546739381,52109,26083
11562,103875.16465742773,57541,10367
61323,550089.4971879353,37273,54989
55516,498016.0893455364,20642,49782
55954,501949.4425553603,5141,50175
21499,192991.3016489227,38408,19278
21112,189507.0084511955,36397,18931
56126,503487.2606537202,20595,50329
35679,320143.4722567259,5092,31994
46170,414211.52856480307,37259,41401
32094,287984.11029696284,22017,28779
29011,260342.79627150562,49000,26014
41422,371633.32744870154,61685,37143
53267,477854.56982142554,38753,47765
21891,196499.92987812153,6584,19630
53016,475596.141613208,33724,47540
16001,143673.99287230073,27446,14348
26394,236879.1813189463,2048,23668
59799,536422.8056821063,63384,53622
62536,560978.7726680223,19027,56077
60533,543002.7829713435,10481,54281
20708,185891.3229919986,18383,18569
55255,495682.96346271096,17762,49548
61333,550177.331830627,35124,54998
64092,574907.6304624074,38456,57472
1370,12485.752288396538,33192,1228
48812,437909.4231553469,46078,43770
65307,585820.4529842074,6676,58562
50101,449461.18884117686,37708,44926
15278,137200.88653460183,5912,13700
49965,448241.4004745805,40726,44804
6896,62040.20987612593,51241,6183
31490,282571.81935514096,46983,28237
41031,368138.3449719091,21221,36793
29907,268367.72208767367,13700,26818
45854,411372.89569333487,13438,41118
15740,141346.71254160258,24566,14114
39720,356365.0157693556,47423,35617
42249,379043.5426813828,34661,37885
41527,372587.73577968025,6360,37238
18957,170194.34587161595,8099,16999
20009,179619.2241117899,31004,17942
16892,151666.70727978076,25981,15147
30256,271516.1083811672,10773,27131
38393,344474.69784581085,50855,34427
23754,213194.7976806322,45216,21300
26863,241082.62703829308,38854,24088
18766,168476.5957409395,55697,16827
14340,128785.45376765008,63342,12858
43076,386466.15035365085,7637,38627
53468,479643.6911234705,54527,47945
19047,170987.77192212743,54279,17079
56385,505804.9134352063,37009,50561
37411,335668.12920016603,12907,33547
10988,98744.37889616187,10539,9853
23981,215244.91106545407,16090,21504
492,4612.645445873458,12207,441
2567,23209.500653159557,57697,2301
22024,197696.54070429853,23867,19749
29777,267207.9088884967,41637,26701
52253,468764.0326608354,20786,46856
8800,79104.52676856861,8989,7891
54983,493245.1478099802,23798,49304
15366,137984.31756652205,105,13779
9064,81470.19197352206,57089,8127
45857,411392.88123602484,58658,41120
50735,455142.49401046557,6295,45495
39634,355603.90169530554,39696,35540
7581,68175.7396764925,2316,6798
7558,67966.19543374283,26915,6777
25557,229366.9928313473,31221,22917
29524,264940.958192274,50142,26474
65429,586902.134774058,32875,58671
18770,168508.81163616932,28629,16831
12619,113349.08263765136,46611,11315
61976,555946.8669667857,8329,55575
10088,90658.50108031614,7386,9046
1730,15714.394155455457,21349,1551
27702,248605.66520654192,61668,24840
26279,235838.54150247798,59522,23564
40601,364278.2011782368,48107,36407
57510,515900.4115334839,24570,51570
61124,548312.7965240938,7965,54811
18978,170374.44960599378,62555,17017
64264,576462.562097676,53910,57626
41452,371896.4376839826,55238,37170
4563,41117.178807476594,48091,4091
61488,551566.7315118156,34575,55137
9042,81275.21487603345,9400,8108
38565,346018.8738313644,788,34582
51810,464784.24487554166,4601,46459
16344,146738.64817443295,65121,14655
17732,159203.4960538565,42028,15900
31200,279969.99143280165,43783,27977
57976,520080.52961505664,16156,51988
14651,131575.28547067524,55477,13137
43470,390002.2721519493,27800,38980
29654,266107.5540876646,22205,26591
7329,65916.00453304512,4054,6572
46577,417856.8533591725,34972,41766
54548,489344.3810278406,18998,48914
37716,338390.91448967997,45644,33820
11555,103811.18093708898,39389,10361
10204,91699.66547771076,8666,9150
27748,249016.2732041351,12470,24882
33181,297741.9306392314,4640,29754
36180,324632.6057860665,21917,32443
15965,143364.197117989,8974,14316
32811,294417.545716523,18632,29422
19334,173560.91041198405,12259,17337
44958,403331.57669824024,48738,40314
52185,468147.83681161114,22295,46795
42765,383681.96594506264,15502,38348
82,929.5980246995612,34795,73
64999,583050.0412974878,59761,58285
1558,14164.44218323936,5895,1397
65483,587392.0227421675,60583,58719
2082,18856.927533725437,63642,1866
33839,303643.9627086232,7382,30344
6944,62450.6735776284,54030,6226
6238,56116.93004997076,48499,5593
44777,401713.33938250894,28666,40152
47689,427826.9717055217,44983,42763
7747,69670.22180605047,58372,6946
63992,574021.1886939107,59946,57382
20997,188465.36541517882,28350,18828
20857,187220.8633828876,58436,18702
19458,174682.45876656554,24924,17448
30219,271171.1733111875,64589,27097
11652,104674.90296882924,38200,10448
27832,249770.6385403047,33731,24957
13758,123567.81859383894,4955,12337
3369,30409.8089349373,3285,3021
24160,216841.59548398232,49696,21664
44047,395166.00003299396,54501,39497
49998,448534.9651277127,13978,44834
23151,207787.42389835193,63415,20759
21212,190415.661317167,14907,19021
51595,462855.6936805407,18044,46266
44632,400427.00446769735,27066,40022
54521,489102.2743129871,5144,48890
59368,532560.0723538072,31516,53236
53808,482700.5404297918,46982,48250
61359,550411.6132000359,55745,55021
27300,245000.94345409208,30120,24480
25859,232082.4871979591,18738,23188
21068,189117.79601611075,6540,18892
15412,138401.55703021618,16428,13820
49063,440146.22162868694,51107,43995
46811,419963.31351354666,23998,41976
52508,471027.77048213826,64268,47084
10968,98551.13405297304,14837,9835
32188,288824.7949727282,41129,28863
14543,130614.44035147573,61,13041
58512,524875.598640816,58220,52468
17521,157309.72399324705,28403,15711
9429,84746.83438164715,11411,8455
37338,335018.40147638234,48251,33481
57597,516682.2361183929,25530,51648
59999,538216.7417219295,20404,53802
6297,56656.023804032586,42372,5646
21353,191673.1554763163,43575,19147
10059,90393.54517515922,7066,9020
20172,181074.35485655768,41840,18088
34978,313855.7128457165,31247,31365
18384,165048.78103549394,19851,16485
4424,39870.51812453548,5889,3967
33418,299862.46219121537,38886,29966
3460,31224.051422386085,42698,3102
14854,133392.77178745292,57717,13319
34,493.51337780817477,32006,30
5689,51209.15287702202,28885,5101
28588,256546.1999875602,28517,25635
55739,500021.7895021378,18584,49982
50754,455314.3026196298,8764,45512
6476,58272.41881207869,10457,5807
2283,20672.909449604842,13895,2047
22152,198840.1591287537,9464,19864
42736,383430.1554148825,15182,38322
48926,438920.44061549264,60892,43872
53932,483813.11636137764,59647,48361
22422,201249.92733892097,16962,20106
11008,98918.56175215656,6241,9871
1727,15688.584258523919,41650,1548
9623,86485.84589234708,9033,8629
4270,38466.1552741421,65192,3828
56400,505949.5688970721,1025,50575
17587,157897.84429171457,40428,15770
53932,483807.4668417336,59647,48361
36243,325199.3925246868,54243,32499
35312,316836.7930422597,64304,31664
29799,267415.20405546937,23805,26721
53674,481496.6744280063,36466,48130
2847,25720.64558202424,63046,2552
6078,54698.16538145832,17362,5450
27741,248953.03160720834,59839,24875
25847,231972.29888030048,34421,23177
35748,320744.3069800043,62337,32055
48341,433676.9453232293,22806,43348
38496,345401.9729157995,9064,34520
16869,151460.98523937725,50580,15126
21445,192506.06336588666,10700,19230
49293,442222.26587786834,1680,44202
13201,118576.69137341202,39477,11837
33034,296429.986009644,16574,29622
35302,316759.0899619419,932,31656
49158,441003.7794090222,63452,44080
46805,419893.0075528736,64600,41970
30446,273218.51118464203,35463,27301
20257,181848.18201313377,56334,18164
24106,216363.68826552937,21988,21616
26968,242018.82698377795,49050,24182
14362,128979.18587715374,45510,12878
40977,367643.48881502554,59034,36744
13654,122623.94665857202,53513,12243
42502,381328.9075923663,26156,38112
49238,441725.23194860114,46260,44152
63020,565300.2562496115,19849,56511
7792,70072.03215847751,15941,6987
49778,446566.7247112955,61256,44636
5634,50725.98286147946,7944,5052
22097,198339.45954622718,54044,19814
11551,103778.55478763758,936,10358
10633,95536.73708198174,54068,9534
11489,103220.97386721012,27364,10302
2879,26010.930777618218,43065,2581
53931,483818.08265720203,893,48361
4006,36122.69169870738,17092,3592
26111,234342.75114607628,17000,23414
45810,410981.4231345117,49102,41078
64891,582089.6290286855,4345,58189
55935,501781.19241999835,2672,50158
8991,80825.37102017405,26912,8062
64717,580534.7140421169,2425,58033
42820,384175.0399726334,36443,38397
11766,105694.4342567243,53014,10550
29401,263841.31678293925,30710,26364
60140,539487.3724344486,49072,53928
25744,231049.8962713389,10691,23085
12032,108092.4092608349,22059,10789
57336,514336.9410354529,22650,51414
62439,560104.3556592778,20216,55990
63922,573394.3393468187,9468,57320
62619,561704.8404166435,47055,56151
57190,513017.3456410525,27817,51283
29779,267231.39633778913,28103,26703
12600,113185.94664067376,44142,11298
40437,362796.61227993795,44038,36260
14467,129920.33825518803,55706,12972
31002,278199.5024418102,7708,27800
42986,385659.34949047747,26978,38546
62020,556337.7880495875,38186,55614
18941,170038.0762953361,50850,16984
16506,148216.10826474524,17203,14801
48140,431892.2621870367,7032,43168
424,3991.1706378366903,13716,380
37112,332986.65642023896,5089,33279
48873,438445.6279217878,26417,43825
36096,323882.04782258463,656,32368
25157,225779.9370983887,51660,22558
54287,487007.03375598614,16118,48680
24311,218201.56108467476,10694,21800
46555,417658.2127868934,52804,41746
30411,272892.0661364822,10224,27270
1742,15817.693474662305,5666,1562
34760,311886.40648303373,64991,31169
3241,29265.333868789086,17688,2906
60997,547177.0808212816,15601,54697
39415,353631.9751398249,14686,35344
24376,218783.84853734015,29486,21858
31856,285850.1337880184,60059,28565
40569,363993.88718617166,2567,36379
17048,153069.51907811582,18665,15287
18896,169641.08340240686,27760,16944
27431,246169.37177343166,60937,24597
16942,152106.321729049,15236,15192
49659,445506.15200843883,14756,44530
6802,61197.0319514518,32129,6099
54160,485861.38687677245,23754,48566
22836,204972.03322151044,32827,20477
36772,329938.30428711016,12634,32974
10337,92889.26952546099,25949,9269
25250,226620.540126831,12018,22642
49442,443554.38821793825,41733,44335
17737,159244.37801824402,8193,15905
8667,77906.37190187769,57227,7771
34197,306849.56210257474,9073,30665
10647,95666.19397330497,24851,9547
20623,185141.42021108107,3889,18493
29515,264865.7600838834,45524,26466
36960,331618.4626814573,50858,33142
41892,375846.9299076197,26203,37565
44335,397757.0485861998,5714,39756
55318,496245.54759809474,50088,49604
4330,39014.74332544604,52298,3882
23740,213083.328977529,8912,21288
70,814.2832407055893,50478,62
619,5744.498889436045,4571,555
13909,124912.28576468157,31474,12472
39191,351621.46071835817,23511,35143
58609,525752.4441364263,57031,52555
50683,454673.92556959647,30574,45448
42345,379907.82826385763,40239,37971
50986,457398.76224999723,11324,45720
11267,101230.55237175284,22655,10103
55027,493632.89185966994,53655,49343
58331,523264.9814214825,38148,52306
6228,56033.442324692405,50648,5584
30792,276311.1232503975,52837,27611
54385,487884.11375903967,8162,48768
31194,279924.7554991266,18864,27972
55068,493993.7657489874,38292,49380
61297,549858.7498355646,16652,54966
31101,279087.1714415093,58506,27888
3898,35155.29032073234,27197,3495
22281,199996.922047129,53815,19979
14099,126621.72601155301,56164,12642
31065,278762.10490497446,40034,27856
38380,344362.96014081617,7784,34416
30395,272750.08620264236,52975,27255
12809,115057.1674238745,5780,11486
19733,177137.61745201162,64108,17694
44523,399436.4294213445,43938,39924
1768,16058.658745702043,26287,1585
14028,125994.2645677304,12453,12579
58467,524488.4053969741,35130,52428
6497,58446.973717284425,64913,5825
27175,243882.24096717333,24222,24368
13562,121807.16438863591,20867,12161
6857,61684.280569899456,53070,6148
27698,248572.5761581252,23215,24837
34165,306564.37641128275,29054,30636
11541,103699.32083972341,3085,10349
